gs://commsmedia-198921-lcm/question_classification/documents/0.txt,NUM:count
gs://commsmedia-198921-lcm/question_classification/documents/1.txt,NUM:count
gs://commsmedia-198921-lcm/question_classification/documents/2.txt,NUM:count
gs://commsmedia-198921-lcm/question_classification/documents/3.txt,LOC:other
gs://commsmedia-198921-lcm/question_classification/documents/4.txt,LOC:other
gs://commsmedia-198921-lcm/question_classification/documents/5.txt,LOC:other
gs://commsmedia-198921-lcm/question_classification/documents/6.txt,LOC:other
gs://commsmedia-198921-lcm/question_classification/documents/7.txt,LOC:other
gs://commsmedia-198921-lcm/question_classification/documents/8.txt,LOC:other
gs://commsmedia-198921-lcm/question_classification/documents/9.txt,ENTY:color
gs://commsmedia-198921-lcm/question_classification/documents/10.txt,ENTY:color
gs://commsmedia-198921-lcm/question_classification/documents/11.txt,ENTY:color
gs://commsmedia-198921-lcm/question_classification/documents/12.txt,ENTY:color
gs://commsmedia-198921-lcm/question_classification/documents/13.txt,ENTY:color
gs://commsmedia-198921-lcm/question_classification/documents/14.txt,ENTY:color
gs://commsmedia-198921-lcm/question_classification/documents/15.txt,ENTY:color
gs://commsmedia-198921-lcm/question_classification/documents/16.txt,ENTY:color
gs://commsmedia-198921-lcm/question_classification/documents/17.txt,ENTY:color
gs://commsmedia-198921-lcm/question_classification/documents/18.txt,ENTY:color
gs://commsmedia-198921-lcm/question_classification/documents/19.txt,ENTY:color
gs://commsmedia-198921-lcm/question_classification/documents/20.txt,ENTY:event
gs://commsmedia-198921-lcm/question_classification/documents/21.txt,ENTY:event
gs://commsmedia-198921-lcm/question_classification/documents/22.txt,ENTY:event
gs://commsmedia-198921-lcm/question_classification/documents/23.txt,ENTY:event
gs://commsmedia-198921-lcm/question_classification/documents/24.txt,ENTY:event
gs://commsmedia-198921-lcm/question_classification/documents/25.txt,ENTY:event
gs://commsmedia-198921-lcm/question_classification/documents/26.txt,ENTY:event
gs://commsmedia-198921-lcm/question_classification/documents/27.txt,ENTY:event
gs://commsmedia-198921-lcm/question_classification/documents/28.txt,ENTY:event
gs://commsmedia-198921-lcm/question_classification/documents/29.txt,ENTY:event
gs://commsmedia-198921-lcm/question_classification/documents/30.txt,ENTY:event
gs://commsmedia-198921-lcm/question_classification/documents/31.txt,ENTY:event
gs://commsmedia-198921-lcm/question_classification/documents/32.txt,ENTY:event
gs://commsmedia-198921-lcm/question_classification/documents/33.txt,ENTY:event
gs://commsmedia-198921-lcm/question_classification/documents/34.txt,ENTY:event
gs://commsmedia-198921-lcm/question_classification/documents/35.txt,ENTY:event
gs://commsmedia-198921-lcm/question_classification/documents/36.txt,ENTY:event
gs://commsmedia-198921-lcm/question_classification/documents/37.txt,ENTY:event
gs://commsmedia-198921-lcm/question_classification/documents/38.txt,ENTY:event
gs://commsmedia-198921-lcm/question_classification/documents/39.txt,ENTY:event
gs://commsmedia-198921-lcm/question_classification/documents/40.txt,ENTY:event
